"date","value"
2010-03-04,10145.7197265625
2010-03-05,10368.9599609375
2010-03-08,10585.919921875
2010-03-09,10567.650390625
2010-03-10,10563.919921875
2010-03-11,10664.9501953125
2010-03-12,10751.259765625
2010-03-15,10751.98046875
2010-03-16,10721.7099609375
2010-03-17,10846.98046875
2010-03-18,10744.0302734375
2010-03-19,10824.7197265625
2010-03-23,10774.150390625
2010-03-24,10815.0302734375
2010-03-25,10828.849609375
2010-03-26,10996.3701171875
2010-03-29,10986.4697265625
2010-03-30,11097.1396484375
2010-03-31,11089.9404296875
2010-04-01,11244.400390625
